District,Police Station,Year,FIR No.,Registration Date,FIR No,Sections,Address,Crime_Section,Latitude,Longitude
THANE CITY,KASARWADAWALI,2024,815,01/05/2024 01:45:12,0815/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.256028,72.997164
THANE CITY,KASARWADAWALI,2024,814,30/04/2024 21:15:51,0814/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.277700,72.922007
THANE CITY,KASARWADAWALI,2024,813,30/04/2024 21:02:21,0813/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.187339,73.032294
THANE CITY,KASARWADAWALI,2024,812,30/04/2024 20:25:53,0812/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.268991,73.019016
THANE CITY,KASARWADAWALI,2024,810,30/04/2024 03:14:39,0810/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.204830,72.959647
THANE CITY,KASARWADAWALI,2024,809,29/04/2024 18:11:40,0809/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.234353,72.931600
THANE CITY,KASARWADAWALI,2024,808,29/04/2024 17:38:23,0808/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.190877,72.980396
THANE CITY,KASARWADAWALI,2024,807,29/04/2024 17:19:00,0807/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.193682,72.977066
THANE CITY,KASARWADAWALI,2024,806,29/04/2024 09:30:30,0806/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.209975,72.991266
THANE CITY,KASARWADAWALI,2024,805,29/04/2024 09:18:33,0805/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.252255,72.999283
THANE CITY,KASARWADAWALI,2024,803,28/04/2024 20:52:03,0803/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.177836,72.971845
THANE CITY,KASARWADAWALI,2024,802,28/04/2024 20:37:31,0802/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.233179,72.997837
THANE CITY,KASARWADAWALI,2024,801,28/04/2024 01:43:40,0801/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.267689,73.019020
THANE CITY,KASARWADAWALI,2024,799,27/04/2024 16:06:41,0799/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.230066,73.028150
THANE CITY,KASARWADAWALI,2024,798,27/04/2024 15:58:16,0798/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.161680,72.989845
THANE CITY,KASARWADAWALI,2024,797,27/04/2024 13:26:29,0797/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.221134,72.932240
THANE CITY,KASARWADAWALI,2024,796,27/04/2024 13:15:21,0796/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.236444,73.035771
THANE CITY,KASARWADAWALI,2024,795,27/04/2024 02:36:07,0795/2024,भारतीय दंड संहिता १८६०  - २८५,KASARWADAWALI Industrial Area,Public Safety Violation,19.174967,72.999384
THANE CITY,KASARWADAWALI,2024,794,27/04/2024 02:14:25,0794/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.222760,73.012433
THANE CITY,KASARWADAWALI,2024,793,26/04/2024 23:29:50,0793/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.276185,72.945489
THANE CITY,KASARWADAWALI,2024,792,26/04/2024 21:14:22,0792/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.175118,73.025024
THANE CITY,KASARWADAWALI,2024,791,26/04/2024 14:07:57,0791/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.229871,72.982125
THANE CITY,KASARWADAWALI,2024,790,26/04/2024 13:54:16,0790/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.279654,73.008676
THANE CITY,KASARWADAWALI,2024,789,26/04/2024 02:21:42,0789/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.153784,72.965497
THANE CITY,KASARWADAWALI,2024,788,26/04/2024 01:51:51,0788/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.222302,72.949962
THANE CITY,KASARWADAWALI,2024,786,25/04/2024 21:36:58,0786/2024,भारतीय दंड संहिता १८६०  - ३८१,KASARWADAWALI Industrial Area,Theft/Robbery,19.211665,73.008365
THANE CITY,KASARWADAWALI,2024,785,25/04/2024 18:08:36,0785/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.164382,73.012833
THANE CITY,KASARWADAWALI,2024,784,25/04/2024 16:41:30,0784/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.210393,72.975717
THANE CITY,KASARWADAWALI,2024,783,25/04/2024 16:27:12,0783/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.217382,72.964285
THANE CITY,KASARWADAWALI,2024,782,25/04/2024 15:36:24,0782/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.225346,72.935935
THANE CITY,KASARWADAWALI,2024,781,25/04/2024 02:01:43,0781/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.238701,73.010752
THANE CITY,KASARWADAWALI,2024,780,25/04/2024 01:39:01,0780/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.249156,72.998416
THANE CITY,KASARWADAWALI,2024,779,24/04/2024 16:16:32,0779/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.278463,73.019559
THANE CITY,KASARWADAWALI,2024,778,24/04/2024 16:06:15,0778/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.184463,73.043658
THANE CITY,KASARWADAWALI,2024,777,24/04/2024 15:54:32,0777/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.218955,72.958029
THANE CITY,KASARWADAWALI,2024,776,24/04/2024 15:44:21,0776/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.175173,72.942114
THANE CITY,KASARWADAWALI,2024,774,24/04/2024 03:27:25,0774/2024,भारतीय दंड संहिता १८६०  - ३६३,KASARWADAWALI Industrial Area,Assault,19.250421,72.923615
THANE CITY,KASARWADAWALI,2024,772,23/04/2024 14:37:45,0772/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.221964,72.954668
THANE CITY,KASARWADAWALI,2024,771,23/04/2024 14:28:20,0771/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.276234,72.934240
THANE CITY,KASARWADAWALI,2024,770,23/04/2024 14:13:00,0770/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.199016,72.952030
THANE CITY,KASARWADAWALI,2024,769,23/04/2024 14:01:23,0769/2024,भारतीय दंड संहिता १८६०  - २८५,KASARWADAWALI Industrial Area,Public Safety Violation,19.178765,72.989101
THANE CITY,KASARWADAWALI,2024,1113,30/06/2024 21:24:36,1113/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.178138,72.938980
THANE CITY,KASARWADAWALI,2024,1112,30/06/2024 21:03:06,1112/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.176500,73.041368
THANE CITY,KASARWADAWALI,2024,1110,30/06/2024 16:25:28,1110/2024,"भारतीय दंड संहिता १८६०  - ४२९ ; प्राण्‍यांचा छळ प्रतिबंधक अधिनियम, १९६० - 11(1)(a),11(1)(d),11(1)(i)","Plot No. 179, Ram Nagar, KASARWADAWALI",Animal Offense,19.184955,73.030247
THANE CITY,KASARWADAWALI,2024,1106,29/06/2024 18:43:28,1106/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.195866,72.934883
THANE CITY,KASARWADAWALI,2024,1105,29/06/2024 17:11:47,1105/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.193834,72.963207
THANE CITY,KASARWADAWALI,2024,1103,28/06/2024 21:22:03,1103/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.278849,72.920787
THANE CITY,KASARWADAWALI,2024,1102,27/06/2024 20:58:08,1102/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.222402,73.018697
THANE CITY,KASARWADAWALI,2024,1101,27/06/2024 12:11:42,1101/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.185568,72.933434
THANE CITY,KASARWADAWALI,2024,1100,27/06/2024 01:40:18,1100/2024,भारतीय दंड संहिता १८६०  - ३७९,KASARWADAWALI Industrial Area,Theft/Robbery,19.277083,72.980823
THANE CITY,KASARWADAWALI,2024,1099,26/06/2024 18:27:37,1099/2024,भारतीय दंड संहिता १८६०  - २८५,KASARWADAWALI Industrial Area,Public Safety Violation,19.220362,72.983494
THANE CITY,KASARWADAWALI,2024,1098,26/06/2024 13:40:09,1098/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.177965,72.957755
THANE CITY,KASARWADAWALI,2024,1097,26/06/2024 02:23:45,1097/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.199994,72.990784
THANE CITY,KASARWADAWALI,2024,1096,26/06/2024 02:12:59,1096/2024,भारतीय दंड संहिता १८६०  - २८५,KASARWADAWALI Industrial Area,Public Safety Violation,19.236543,73.018116
THANE CITY,KASARWADAWALI,2024,1095,26/06/2024 01:31:01,1095/2024,भारतीय दंड संहिता १८६०  - ३६३,KASARWADAWALI Industrial Area,Assault,19.155223,72.982193
THANE CITY,KASARWADAWALI,2024,1094,26/06/2024 00:17:07,1094/2024,"भारतीय दंड संहिता १८६०  - ४२९ ; प्राण्‍यांचा छळ प्रतिबंधक अधिनियम, १९६० - 11(1)(l)",KASARWADAWALI Industrial Area,Animal Offense,19.193299,73.042040
THANE CITY,KASARWADAWALI,2024,1092,25/06/2024 16:56:13,1092/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.262105,72.948924
THANE CITY,KASARWADAWALI,2024,1090,24/06/2024 20:51:18,1090/2024,भारतीय दंड संहिता १८६०  - २८५,KASARWADAWALI Industrial Area,Public Safety Violation,19.170587,72.928073
THANE CITY,KASARWADAWALI,2024,1089,24/06/2024 17:54:52,1089/2024,भारतीय दंड संहिता १८६०  - ३७९,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Theft/Robbery,19.210417,72.925431
THANE CITY,KASARWADAWALI,2024,1088,24/06/2024 15:59:20,1088/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.199957,73.048384
THANE CITY,KASARWADAWALI,2024,1087,24/06/2024 00:22:23,1087/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.271176,73.021166
THANE CITY,KASARWADAWALI,2024,1086,24/06/2024 00:14:49,1086/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.171215,73.019752
THANE CITY,KASARWADAWALI,2024,1085,23/06/2024 19:30:52,1085/2024,भारतीय दंड संहिता १८६०  - २८५,KASARWADAWALI Industrial Area,Public Safety Violation,19.169361,72.998593
THANE CITY,KASARWADAWALI,2024,1084,23/06/2024 19:14:43,1084/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.266633,72.995692
THANE CITY,KASARWADAWALI,2024,1083,22/06/2024 18:52:35,1083/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.169516,72.945501
THANE CITY,KASARWADAWALI,2024,1082,22/06/2024 18:43:33,1082/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.261670,72.985318
THANE CITY,KASARWADAWALI,2024,1081,22/06/2024 01:44:40,1081/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.156201,73.015180
THANE CITY,KASARWADAWALI,2024,1079,21/06/2024 23:09:34,1079/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.274310,72.984095
THANE CITY,KASARWADAWALI,2024,1078,21/06/2024 20:06:09,1078/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.152339,72.955109
THANE CITY,KASARWADAWALI,2024,1077,21/06/2024 19:55:40,1077/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.225836,73.010825
THANE CITY,KASARWADAWALI,2024,1076,21/06/2024 16:05:36,1076/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.234264,73.014933
THANE CITY,KASARWADAWALI,2024,1075,21/06/2024 10:05:16,1075/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.234372,73.004038
THANE CITY,KASARWADAWALI,2024,1074,20/06/2024 17:21:21,1074/2024,"भारतीय दंड संहिता १८६०  - ४२९ ; प्राण्‍यांचा छळ प्रतिबंधक अधिनियम, १९६० - 11(1)(l)","Plot No. 22, Bharat Nagar, KASARWADAWALI",Animal Offense,19.194979,73.041693
THANE CITY,KASARWADAWALI,2024,1073,20/06/2024 15:28:17,1073/2024,भारतीय दंड संहिता १८६०  - २८३,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.178456,72.996433
THANE CITY,KASARWADAWALI,2024,1072,20/06/2024 15:07:03,1072/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 22, Bharat Nagar, KASARWADAWALI",Public Safety Violation,19.247600,72.954490
THANE CITY,KASARWADAWALI,2024,1070,19/06/2024 23:01:48,1070/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.199663,72.941107
THANE CITY,KASARWADAWALI,2024,1069,19/06/2024 22:50:05,1069/2024,भारतीय दंड संहिता १८६०  - २८५,"Plot No. 179, Ram Nagar, KASARWADAWALI",Public Safety Violation,19.258781,73.020823
THANE CITY,KASARWADAWALI,2024,1068,19/06/2024 20:17:09,1068/2024,भारतीय दंड संहिता १८६०  - २८३,KASARWADAWALI Industrial Area,Public Safety Violation,19.208554,72.988296
THANE CITY,KASARWADAWALI,2024,1336,01/09/2024 21:49:20,1336/2024,"मोटरवाहन अधिनियम, १९८८  - 134(A),134(B),184 ; भारतीय न्याय संहिता (बी एन एस), 2023 - 125(b),281","Plot No. 22, Bharat Nagar, KASARWADAWALI",Bharatiya Nyaya Sanhita Offense,19.178656,72.936806
THANE CITY,KASARWADAWALI,2024,1335,01/09/2024 09:31:18,1335/2024,"मोटरवाहन अधिनियम, १९८८  - 134(A),134(B),184 ; भारतीय न्याय संहिता (बी एन एस), 2023 - 125(a),281","Plot No. 179, Ram Nagar, KASARWADAWALI",Bharatiya Nyaya Sanhita Offense,19.174009,72.938682
THANE CITY,KASARWADAWALI,2024,1303,21/08/2024 17:02:28,1303/2024,भारतीय दंड संहिता १८६०  - ४२०,KASARWADAWALI Industrial Area,Theft/Robbery,19.215135,72.956672
THANE CITY,KASARWADAWALI,2024,1291,16/08/2024 22:57:24,1291/2024,"स्‍त्रीया व मुली अनैतिक व्यापार (प्रतिबंध) अधिनियम, १९५६ (सिट अधिनियम पुननिर्मित) - 4,5 ; भारतीय न्याय संहिता (बी एन एस), 2023 - 143(1),143(3)","Plot No. 179, Ram Nagar, KASARWADAWALI",Bharatiya Nyaya Sanhita Offense,19.234528,73.008081
THANE CITY,KASARWADAWALI,2024,1487,24/10/2024 02:39:35,1487/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1)","Plot No. 179, Ram Nagar, KASARWADAWALI",Law Enforcement Obstruction,19.177165,73.037042
THANE CITY,KASARWADAWALI,2024,1479,22/10/2024 02:45:08,1479/2024,"माहिती तंत्रज्ञान अधिनियम, २००० - 66(C),६६(ड) ; भारतीय न्याय संहिता (बी एन एस), 2023 - 3(5)","Plot No. 179, Ram Nagar, KASARWADAWALI",Cyber Crime,19.229393,73.025394
THANE CITY,KASARWADAWALI,2024,1698,30/12/2024 09:03:48,1698/2024,"मोटरवाहन अधिनियम, १९८८  - 134(A),134(B),184 ; भारतीय न्याय संहिता (बी एन एस), 2023 - 125(a),125(b),281",KASARWADAWALI Industrial Area,Bharatiya Nyaya Sanhita Offense,19.225216,72.948387
THANE CITY,KASARWADAWALI,2024,1695,29/12/2024 04:15:18,1695/2024,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; भारतीय न्याय संहिता (बी एन एस), 2023 - 118(1),3(5),351(2),352","Plot No. 179, Ram Nagar, KASARWADAWALI",Bharatiya Nyaya Sanhita Offense,19.247509,72.960056
THANE CITY,KASARWADAWALI,2024,1689,28/12/2024 19:05:00,1689/2024,"विदेशी व्‍यक्ति अधिनियम, १९४६ - 14 ; पासपोर्ट अधिनियम, १९६७ - 12 ; पारप‍ञ (भारतामध्‍ये प्रवेश), १९५० - 3(a),6(a)",KASARWADAWALI Industrial Area,Immigration Offense,19.265585,73.004658
THANE CITY,KASARWADAWALI,2024,1682,26/12/2024 19:29:35,1682/2024,"मोटरवाहन अधिनियम, १९८८  - 184 ; भारतीय न्याय संहिता (बी एन एस), 2023 - 125(b),281","Plot No. 22, Bharat Nagar, KASARWADAWALI",Bharatiya Nyaya Sanhita Offense,19.161090,73.028041
THANE CITY,KASARWADAWALI,2024,1675,24/12/2024 21:08:45,1675/2024,"मोटरवाहन अधिनियम, १९८८  - 134(A),134(B),184 ; भारतीय न्याय संहिता (बी एन एस), 2023 - 125(a),125(b),281","Plot No. 179, Ram Nagar, KASARWADAWALI",Bharatiya Nyaya Sanhita Offense,19.178091,73.026332
THANE CITY,MAHATMA PHULE CHOWK,2024,474,01/05/2024 20:44:25,भारतीय दंड संहिता १८६० - २८३ ;,,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.205304,73.029164
THANE CITY,MAHATMA PHULE CHOWK,2024,473,01/05/2024 15:05:41,भारतीय दंड संहिता १८६० - २८३ ;,,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.263052,73.028120
THANE CITY,MAHATMA PHULE CHOWK,2024,472,01/05/2024 13:55:14,भारतीय दंड संहिता १८६० - २८३ ;,,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.196299,72.931942
THANE CITY,MAHATMA PHULE CHOWK,2024,471,01/05/2024 04:03:06,"भारतीय दंड संहिता १८६० - २७९,३३७,३३८ ;",,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.262150,73.013449
THANE CITY,MAHATMA PHULE CHOWK,2024,469,30/04/2024 16:52:14,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(a) ;",,"Next to Church, MAHATMA PHULE CHOWK",Other,19.248183,72.994081
THANE CITY,MAHATMA PHULE CHOWK,2024,468,30/04/2024 14:40:10,भारतीय दंड संहिता १८६० - २८३ ;,,MAHATMA PHULE CHOWK Industrial Area,Other,19.158881,73.014427
THANE CITY,MAHATMA PHULE CHOWK,2024,467,29/04/2024 14:33:34,भारतीय दंड संहिता १८६० - २८३ ;,,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.228709,72.939285
THANE CITY,MAHATMA PHULE CHOWK,2024,465,28/04/2024 20:32:17,भारतीय दंड संहिता १८६० - ३७९ ;,,MAHATMA PHULE CHOWK Industrial Area,Other,19.224238,72.990604
THANE CITY,MAHATMA PHULE CHOWK,2024,464,28/04/2024 15:08:09,भारतीय दंड संहिता १८६० - २८३ ;,,"Next to Church, MAHATMA PHULE CHOWK",Other,19.279023,72.971773
THANE CITY,MAHATMA PHULE CHOWK,2024,463,28/04/2024 11:58:23,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; महाराष्ट्र पोलीस अधिनियम, १९५१ - 135,37(1) ;",,"Next to Church, MAHATMA PHULE CHOWK",Other,19.270979,73.016369
THANE CITY,MAHATMA PHULE CHOWK,2024,462,27/04/2024 22:35:19,"भारतीय दंड संहिता १८६० - ३४,489-A,489-B,489-C ;",,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.230171,72.921361
THANE CITY,MAHATMA PHULE CHOWK,2024,460,27/04/2024 20:33:48,"भारतीय दंड संहिता १८६० - २७९,३३७,४२७ ; मोटरवाहन अधिनियम, १९८८ - 184 ;",,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.259503,72.924481
THANE CITY,MAHATMA PHULE CHOWK,2024,459,27/04/2024 19:55:19,भारतीय दंड संहिता १८६० - २८३ ;,,MAHATMA PHULE CHOWK Industrial Area,Other,19.222909,72.993514
THANE CITY,MAHATMA PHULE CHOWK,2024,458,27/04/2024 14:23:38,भारतीय दंड संहिता १८६० - २८३ ;,,MAHATMA PHULE CHOWK Industrial Area,Other,19.241601,73.039507
THANE CITY,MAHATMA PHULE CHOWK,2024,457,26/04/2024 22:10:19,"भारतीय दंड संहिता १८६० - ३२४,४२७ ;",,MAHATMA PHULE CHOWK Industrial Area,Other,19.233684,73.003676
THANE CITY,MAHATMA PHULE CHOWK,2024,456,26/04/2024 14:49:43,भारतीय दंड संहिता १८६० - २८३ ;,,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.228507,73.040675
THANE CITY,MAHATMA PHULE CHOWK,2024,455,26/04/2024 12:42:10,भारतीय दंड संहिता १८६० - २८३ ;,,MAHATMA PHULE CHOWK Industrial Area,Other,19.167831,73.038618
THANE CITY,MAHATMA PHULE CHOWK,2024,454,25/04/2024 18:28:56,भारतीय दंड संहिता १८६० - २८३ ;,,MAHATMA PHULE CHOWK Industrial Area,Other,19.191553,73.009343
THANE CITY,MAHATMA PHULE CHOWK,2024,453,25/04/2024 17:31:08,भारतीय दंड संहिता १८६० - २८३ ;,,MAHATMA PHULE CHOWK Industrial Area,Other,19.167694,72.941616
THANE CITY,MAHATMA PHULE CHOWK,2024,452,25/04/2024 16:14:57,भारतीय दंड संहिता १८६० - २८३ ;,,"Next to Church, MAHATMA PHULE CHOWK",Other,19.239485,73.018185
THANE CITY,MAHATMA PHULE CHOWK,2024,450,24/04/2024 21:13:42,"भारतीय दंड संहिता १८६० - ३२३,498-A,५०४,५०६ ;",,"Next to Church, MAHATMA PHULE CHOWK",Other,19.175541,72.978841
THANE CITY,MAHATMA PHULE CHOWK,2024,449,24/04/2024 13:06:39,भारतीय दंड संहिता १८६० - २८३ ;,,"Next to Church, MAHATMA PHULE CHOWK",Other,19.237127,72.957901
THANE CITY,MAHATMA PHULE CHOWK,2024,448,24/04/2024 10:45:23,भारतीय दंड संहिता १८६० - २८३ ;,,"Next to Church, MAHATMA PHULE CHOWK",Other,19.217530,72.942884
THANE CITY,MAHATMA PHULE CHOWK,2024,447,24/04/2024 00:51:02,"भारतीय दंड संहिता १८६० - ३२३,३३६,३३८,५०४ ;",,MAHATMA PHULE CHOWK Industrial Area,Other,19.259643,72.952307
THANE CITY,MAHATMA PHULE CHOWK,2024,446,23/04/2024 23:35:02,भारतीय दंड संहिता १८६० - ३७९ ;,,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.230926,72.989596
THANE CITY,MAHATMA PHULE CHOWK,2024,445,23/04/2024 20:33:39,"भारतीय दंड संहिता १८६० - ३३२,३५३,५०४,५०६ ;",,"Next to Church, MAHATMA PHULE CHOWK",Other,19.274932,72.990212
THANE CITY,MAHATMA PHULE CHOWK,2024,443,23/04/2024 16:09:42,भारतीय दंड संहिता १८६० - २८३ ;,,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.203938,73.012386
THANE CITY,MAHATMA PHULE CHOWK,2024,442,23/04/2024 14:14:07,भारतीय दंड संहिता १८६० - २८३ ;,,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.225891,72.974598
THANE CITY,MAHATMA PHULE CHOWK,2024,440,22/04/2024 13:19:58,भारतीय दंड संहिता १८६० - २८३ ;,,MAHATMA PHULE CHOWK Industrial Area,Other,19.155470,72.963960
THANE CITY,MAHATMA PHULE CHOWK,2024,439,22/04/2024 13:08:06,भारतीय दंड संहिता १८६० - २८३ ;,,"Next to Church, MAHATMA PHULE CHOWK",Other,19.266388,72.935197
THANE CITY,MAHATMA PHULE CHOWK,2024,438,22/04/2024 12:48:44,भारतीय दंड संहिता १८६० - २८३ ;,,"Near Shivaji Chowk, MAHATMA PHULE CHOWK",Other,19.197693,73.039886
THANE CITY,MAHATMA PHULE CHOWK,2024,437,22/04/2024 08:44:12,"भारतीय दंड संहिता १८६० - ३४,४४७ ;",,"Next to Church, MAHATMA PHULE CHOWK",Other,19.198464,72.967252
THANE CITY,MAHATMA PHULE CHOWK,2024,436,21/04/2024 23:30:05,"भारतीय दंड संहिता १८६० - ३४,४२० ;",,MAHATMA PHULE CHOWK Industrial Area,Other,19.150094,72.996256
THANE CITY,MAHATMA PHULE CHOWK,2024,435,21/04/2024 14:32:53,भारतीय दंड संहिता १८६० - ३७९ ;,,"Next to Church, MAHATMA PHULE CHOWK",Other,19.249189,72.932567
